method,fold,cohort,source,case_id,class_id,class_name,label_path,pred_path,is_evaluable,evaluability_reason,domain_voxels,GT_voxels,Pred_voxels,TP,FP,FN,TN,TP_percent,FP_percent,FN_percent,TN_percent,Dice,IoU,Precision,Recall,Specificity,FPR,FP_GT_ratio,HD95,missed,absent_FP_voxels,absent_FP_rate,absent_FP_incidence
nnunet_2d_seed20260520,0,v1_comparison,TB,133140_114338,1,front,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_2d__seed20260520/133140_114338.nii.gz,True,evaluable,19413451,4962314,4894574,4885748,8826,76566,14442311,25.16681861457811,0.0454633233421507,0.3943966479736137,74.39332141410613,0.9913368194911012,0.9828224511882586,0.9981967787186382,0.9845705048088452,0.999389252209013,0.0006107477909869,0.0017786057069343,5.0,False,,,
nnunet_2d_seed20260520,0,v1_comparison,TB,133140_114338,2,middle,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_2d__seed20260520/133140_114338.nii.gz,True,evaluable,19413451,5104963,5105886,5006306,99580,98657,14208908,25.787821031922658,0.5129433195571462,0.5081888840886661,73.19104676443152,0.9805856496359902,0.9619107767963488,0.980497018538996,0.9806742967578804,0.993040494565184,0.006959505434816,0.0195065076867354,5.0,False,,,
nnunet_2d_seed20260520,0,v1_comparison,TB,133140_114338,3,end,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_2d__seed20260520/133140_114338.nii.gz,True,evaluable,19413451,4932786,5007010,4904856,102154,27930,14378511,25.26524521580424,0.5262021677650203,0.1438693202975607,74.06468329613318,0.9869128098806051,0.9741637437586148,0.9795978038789616,0.9943378853248448,0.9929454897271638,0.0070545102728362,0.0207091894925099,5.0,False,,,
nnunet_2d_seed20260520,0,v1_comparison,TB,133140_114338,4,left_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_2d__seed20260520/133140_114338.nii.gz,True,evaluable,19413451,64089,61824,60823,1001,3266,19348361,0.3133033894901015,0.0051562187475065,0.0168233870423141,99.66471700472007,0.9661115214473486,0.9344446151482564,0.9838088768115942,0.9490396167829112,0.9999482670281326,5.17329718674962e-05,0.0156189049602895,1.953125,False,,,
nnunet_2d_seed20260520,0,v1_comparison,TB,133140_114338,5,right_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_2d__seed20260520/133140_114338.nii.gz,True,evaluable,19413451,61689,60905,58825,2080,2864,19349682,0.3030115562658076,0.0107142207740396,0.0147526578350237,99.67152156512512,0.9596717620764474,0.9224701657545202,0.9658484525080042,0.9535735706527906,0.9998925162473578,0.0001074837526422,0.0337175185203196,4.143201098616622,False,,,
nnunet_2d_seed20260520,0,v1_comparison,TB,133140_114338,6,testis,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_2d__seed20260520/133140_114338.nii.gz,True,evaluable,19413451,264418,258646,249701,8945,14717,19140088,1.2862267507204157,0.0460763003960501,0.07580826304401,98.59188868583952,0.9547627059021458,0.9134411021242816,0.9654160512824478,0.9443419131829148,0.9995328745843196,0.0004671254156802,0.0338290131534161,7.256481097811309,False,,,
nnunet_2d_seed20260520,0,v1_comparison,TB,133140_114338,7,thoracic_cavity,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_2d__seed20260520/133140_114338.nii.gz,True,evaluable,19413451,967864,967869,950836,17033,17028,18428554,4.897820588415732,0.0877381357904887,0.0877123804520896,94.92672889534168,0.982404081554636,0.9654166882425268,0.9824015440106048,0.982406619111776,0.99907658129828,0.0009234187017198,0.0175985469032839,5.0,False,,,
nnunet_2d_seed20260520,0,v1_comparison,TB,133140_114338,8,abdominal_and_pelvic_cavity,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_2d__seed20260520/133140_114338.nii.gz,True,evaluable,19413451,3029366,3041667,2990070,51597,39296,16332488,15.402052937419525,0.26577963907602,0.2024163555464713,84.12975106795798,0.9850284127923534,0.9704985097192016,0.9830366045987282,0.987028308893676,0.9968507853810572,0.0031492146189427,0.0170322767206075,5.0,False,,,
nnunet_2d_seed20260520,0,v1_comparison,TB,133140_114338,9,head,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_2d__seed20260520/133140_114338.nii.gz,False,absent_or_out_of_fov_for_fp,19413451,0,0,0,0,0,19413451,0.0,0.0,0.0,100.0,,,,,,,,,False,0.0,0.0,0.0
nnunet_2d_seed20260520,0,v1_comparison,TB,136032_122089,1,front,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/136032_122089.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/nnunet_2d__seed20260520/136032_122089.nii.gz,True,evaluable,22452785,5598574,5680375,5591004,89371,7570,16764840,24.90116036830175,0.3980397086597497,0.0337151939057894,74.66708472913271,0.9914051389007964,0.9829567620643308,0.9842667077437668,0.9986478699754616,0.9946974082619472,0.0053025917380528,0.0159631720505971,5.0,False,,,
