method,fold,cohort,source,case_id,class_id,class_name,label_path,pred_path,is_evaluable,evaluability_reason,domain_voxels,GT_voxels,Pred_voxels,TP,FP,FN,TN,TP_percent,FP_percent,FN_percent,TN_percent,Dice,IoU,Precision,Recall,Specificity,FPR,FP_GT_ratio,HD95,missed,absent_FP_voxels,absent_FP_rate,absent_FP_incidence
swinunetr_seed20260520,0,v1_comparison,TB,133140_114338,1,front,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260520/133140_114338.nii.gz,True,evaluable,19424260,4962314,4956677,4913097,43580,49217,14418366,25.293612214828254,0.2243586113447822,0.2533790219035371,74.22865015192342,0.9906445121283002,0.9814624520615098,0.9912078192708542,0.9900818448812388,0.9969865742826036,0.0030134257173965,0.0087821931461814,5.367932308219339,False,,,
swinunetr_seed20260520,0,v1_comparison,TB,133140_114338,2,middle,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260520/133140_114338.nii.gz,True,evaluable,19424260,5104963,5090577,4987773,102804,117190,14216493,25.678059292863665,0.529255683356792,0.603317706826412,73.18936731695312,0.9784225259280038,0.9577565586171578,0.9798050397823272,0.9770439080557488,0.992820597268148,0.0071794027318519,0.0201380499721545,5.795090063808867,False,,,
swinunetr_seed20260520,0,v1_comparison,TB,133140_114338,3,end,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260520/133140_114338.nii.gz,True,evaluable,19424260,4932786,4974088,4873475,100613,59311,14390861,25.08963018410997,0.5179759743743134,0.305344965522496,74.08704887599322,0.9838572692052004,0.9682274343838032,0.9797725733843068,0.9879761660043634,0.9930570899827028,0.006942910017297,0.0203967899681843,5.094474698510339,False,,,
swinunetr_seed20260520,0,v1_comparison,TB,133140_114338,4,left_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260520/133140_114338.nii.gz,True,evaluable,19424260,64089,61214,59808,1406,4281,19358765,0.3079036215536653,0.0072383709855613,0.0220394496366914,99.66281855782408,0.9546140156261222,0.9131689441942134,0.9770313980461984,0.9332022655994008,0.999927376674514,7.262332548612302e-05,0.0219382421320351,2.762135864009952,False,,,
swinunetr_seed20260520,0,v1_comparison,TB,133140_114338,5,right_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260520/133140_114338.nii.gz,True,evaluable,19424260,61689,61000,58243,2757,3446,19359814,0.2998466865661806,0.014193590901275,0.0177407015762762,99.66821902095629,0.9494412702035228,0.9037488750271544,0.9548032786885244,0.944139149605278,0.9998576118842896,0.0001423881157104,0.044691922384866,5.79508967810759,False,,,
swinunetr_seed20260520,0,v1_comparison,TB,133140_114338,6,testis,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260520/133140_114338.nii.gz,True,evaluable,19424260,264418,254885,244362,10523,20056,19149319,1.2580247587295474,0.054174521963771,0.1032523246702834,98.5845483946364,0.94111530262679,0.8887797745698168,0.9587147144790787,0.9241503982331006,0.99945077835193,0.0005492216480699,0.0397968368265398,9.003458487741343,False,,,
swinunetr_seed20260520,0,v1_comparison,TB,133140_114338,7,thoracic_cavity,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260520/133140_114338.nii.gz,True,evaluable,19424260,967864,959867,942740,17127,25124,18439269,4.853415265240478,0.0881732431505756,0.129343408706432,94.92906808290252,0.9780825229246196,0.9571051918240876,0.9821569029876014,0.9740418075266774,0.9990720290136818,0.0009279709863182,0.0176956679864113,5.0,False,,,
swinunetr_seed20260520,0,v1_comparison,TB,133140_114338,8,abdominal_and_pelvic_cavity,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260520/133140_114338.nii.gz,True,evaluable,19424260,3029366,3043595,2980520,63075,48846,16331819,15.34431684913608,0.3247227951026191,0.2514690392323826,84.07949131652892,0.9815706045205956,0.96380820199965,0.9792761520504536,0.983875834085416,0.9961527656110494,0.0038472343889506,0.0208211883278547,5.0,False,,,
swinunetr_seed20260520,0,v1_comparison,TB,133140_114338,9,head,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260520/133140_114338.nii.gz,False,absent_or_out_of_fov_for_fp,19424260,0,6053,0,6053,0,19418207,0.0,0.0311620622870575,0.0,99.96883793771292,,,,,,,,,False,6053.0,0.0003116206228705,1.0
swinunetr_seed20260520,0,v1_comparison,TB,136032_122089,1,front,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/136032_122089.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/swinunetr__seed20260520/136032_122089.nii.gz,True,evaluable,22463281,5598574,5704039,5539930,164109,58644,16700598,24.66215865794494,0.7305655838966711,0.2610660481877068,74.3462097099707,0.9802919024123006,0.9613456093281548,0.9712293341612848,0.9895251898072616,0.9902690867976538,0.0097309132023461,0.0293126428265483,15.0,False,,,
