method,fold,cohort,source,case_id,class_id,class_name,label_path,pred_path,is_evaluable,evaluability_reason,domain_voxels,GT_voxels,Pred_voxels,TP,FP,FN,TN,TP_percent,FP_percent,FN_percent,TN_percent,Dice,IoU,Precision,Recall,Specificity,FPR,FP_GT_ratio,HD95,missed,absent_FP_voxels,absent_FP_rate,absent_FP_incidence
mednext_s_seed20260521,0,v1_comparison,TB,133140_114338,1,front,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/mednext_s__seed20260521/133140_114338.nii.gz,True,evaluable,19465361,4962314,5026523,4911850,114673,50464,14388374,25.23379864365218,0.589113143085299,0.259250265124803,73.91783794813772,0.9834678451555472,0.967473424690668,0.9771864169327386,0.9898305508276986,0.9920931787644348,0.0079068212355651,0.0231087754624153,10.0,False,,,
mednext_s_seed20260521,0,v1_comparison,TB,133140_114338,2,middle,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/mednext_s__seed20260521/133140_114338.nii.gz,True,evaluable,19465361,5104963,5062639,4896819,165820,208144,14194578,25.15657942331509,0.8518722051956806,1.0693045970223722,72.92224377446685,0.9632200394940714,0.9290496307664344,0.9672463314093696,0.9592271285805596,0.9884529662757258,0.0115470337242742,0.0324821159330635,10.0,False,,,
mednext_s_seed20260521,0,v1_comparison,TB,133140_114338,3,end,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/mednext_s__seed20260521/133140_114338.nii.gz,True,evaluable,19465361,4932786,4958232,4811047,147185,121739,14385390,24.71594027976157,0.7561380443958886,0.6254135230268784,73.90250815281566,0.972811292022722,0.9470619025187348,0.970315023580986,0.9753204375782772,0.9898720632785312,0.0101279367214688,0.0298381077143829,10.0,False,,,
mednext_s_seed20260521,0,v1_comparison,TB,133140_114338,4,left_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/mednext_s__seed20260521/133140_114338.nii.gz,True,evaluable,19465361,64089,55998,52688,3310,11401,19397962,0.2706756889841396,0.0170045651863327,0.058570709271716,99.6537490365578,0.877497147901105,0.7817326666567753,0.9408907460980748,0.8221067577899484,0.9998293926295142,0.0001706073704858,0.0516469284900685,11.04853482436546,False,,,
mednext_s_seed20260521,0,v1_comparison,TB,133140_114338,5,right_kidney,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/mednext_s__seed20260521/133140_114338.nii.gz,True,evaluable,19465361,61689,61956,54163,7793,7526,19395879,0.2782532520203453,0.0400352194855261,0.038663552142701,99.64304797635144,0.8761049779610983,0.7795256325379235,0.8742171863903415,0.8780009402000357,0.999598374987992,0.000401625012008,0.1263272220331015,115.33566115817668,False,,,
mednext_s_seed20260521,0,v1_comparison,TB,133140_114338,6,testis,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/mednext_s__seed20260521/133140_114338.nii.gz,True,evaluable,19465361,264418,252582,238914,13668,25504,19187275,1.227380267953931,0.0702170383585488,0.1310224865595865,98.57138020712792,0.9242321083172148,0.8591371014722065,0.9458868803002588,0.9035466571867272,0.9992881599617268,0.0007118400382731,0.0516908833740516,10.84003420825762,False,,,
mednext_s_seed20260521,0,v1_comparison,TB,133140_114338,7,thoracic_cavity,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/mednext_s__seed20260521/133140_114338.nii.gz,True,evaluable,19465361,967864,946108,930199,15909,37665,18481588,4.778740039807122,0.0817297968427094,0.1934975672940255,94.94603259605614,0.9720089949069264,0.9455423151479052,0.983184794970553,0.9610844085532678,0.999139937689948,0.000860062310052,0.0164372267178033,6.344981407577173,False,,,
mednext_s_seed20260521,0,v1_comparison,TB,133140_114338,8,abdominal_and_pelvic_cavity,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/mednext_s__seed20260521/133140_114338.nii.gz,True,evaluable,19465361,3029366,3040877,2945890,94987,83476,16341008,15.134011642527462,0.487979647539031,0.4288438318713945,83.9491648780621,0.9706003532313286,0.9428800138780732,0.9687632876962796,0.9724443992571384,0.9942207940559727,0.0057792059440271,0.0313554057185562,8.734640537108554,False,,,
mednext_s_seed20260521,0,v1_comparison,TB,133140_114338,9,head,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/133140_114338.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/mednext_s__seed20260521/133140_114338.nii.gz,False,absent_or_out_of_fov_for_fp,19465361,0,20580,0,20580,0,19444781,0.0,0.1057262693458395,0.0,99.89427373065416,,,,,,,,,False,20580.0,0.0010572626934583,1.0
mednext_s_seed20260521,0,v1_comparison,TB,136032_122089,1,front,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/nnUNet_raw_data/Task601_Article622_Carcass9Class/labelsTs/136032_122089.nii.gz,/home/share/hzau/home/liuyangfan/swine-CT-article/data/nnunetv1/v1_comparison_predictions/mednext_s__seed20260521/136032_122089.nii.gz,True,evaluable,22497466,5598574,5743849,5488046,255803,110528,16643089,24.394062869124905,1.137030277098763,0.4912908858268749,73.97761596794946,0.9677025799513912,0.9374261343265048,0.9554648807794216,0.9802578299402668,0.9848627353793372,0.0151372646206627,0.0456907419639358,20.0,False,,,
